course_id,course_name,department
CWL273,The Holocaust in Context,CWL
CWL275,Masterpieces of East Asian Lit,CWL
CWL283,Jewish Sacred Literature,CWL
CWL312,Japan Lit in Translation II,CWL
CWL350,South Asian Goddesses,CWL
CWL376,Children and Youth Literature,CWL
CWL453,Slavic Cultural Studies,CWL
CWL467,Japanese Cinema,CWL
CWL493,Senior Thesis and Honors,CWL
CWL496,Special Topics in Comp Lit II,CWL
CWL501,Theory of Literature,CWL
CWL503,Historiography of Cinema,CWL
CWL511,Applied Literary Translation I,CWL
CWL576,Methods in Slavic Grad Study,CWL
CWL581,Seminar Lit Themes,CWL
CWL593,Special Studies,CWL
CZCH101,Elementary Czech I,CZCH
DANC100,Intro to Contemporary Dance,DANC
DANC104,Making Dances,DANC
DANC116,Dance I,DANC
DANC131,Production Practicum I,DANC
DANC150,The Green Room,DANC
DANC160,Dancing Techniques I,DANC
DANC200,Explore Music through Dance,DANC
DANC201,Yoga Practicum,DANC
DANC209,Lyric Theatre Dance,DANC
DANC216,Dance II,DANC
DANC220,Undergraduate Performance Practice,DANC
DANC231,Production Practicum II,DANC
DANC232,Repertory Company,DANC
DANC256,Choreographic Laboratory I,DANC
DANC259,Dance Improvisation I,DANC
DANC260,Dancing Techniques II,DANC
DANC262,Choreographic Process I,DANC
DANC270,Dancing in Community I &amp; II,DANC
DANC290,Undergraduate Process Project,DANC
DANC301,Yoga Fundamentals,DANC
DANC302,Intermediate Asana,DANC
DANC303,Yoga Teacher Training,DANC
DANC316,Dancing Techniques Elective,DANC
DANC330,Dance Documentation,DANC
DANC331,Production Practicum III,DANC
DANC345,Dance Anatomy and Kinesiology,DANC
DANC360,Dancing Techniques III,DANC
DANC370,Articulate,DANC
DANC401,Alexander Tech for Dancers,DANC
DANC420,Graduate Performance Practice,DANC
DANC425,Dance Internship,DANC
DANC431,Production Practicum IV,DANC
DANC440,Gender and Sexuality in Contemporary Performance,DANC
DANC441,Dance History Seminar,DANC
DANC451,Individual Study/Creative Investigations,DANC
DANC455,Supervised Teaching,DANC
DANC456,Choreographic Laboratory II,DANC
DANC460,Dancing Techniques IV,DANC
DANC470,Dancing in Community III &amp; IV,DANC
DANC474,Student Works Concert,DANC
DANC475,Dance Research Methods,DANC
DANC490,Graduate Process Project,DANC
DANC495,Senior Career Seminar,DANC
DANC496,BA Senior Thesis Research,DANC
DANC498,BFA Thesis Production,DANC
DANC499,BFA Thesis Project,DANC
DANC516,Dancing Techniques Graduate Elective,DANC
DANC520,Synthesis Laboratory,DANC
DANC531,MFA Prof Practice Seminar,DANC
DANC541,Contemporary Directions I,DANC
DANC560,Advanced Physical Practice,DANC
DANC598,Creative Thesis Project,DANC
DTX180,Exercising Empathy,DTX
DTX451,Introduction to Design Thinking,DTX
DTX495,Special Topics in Design Thinking,DTX
DTX499,Multidisciplinary Innovation Studio,DTX
EALC120,East Asian Civilizations,EALC
EALC207,Classical Chinese Lit,EALC
EALC208,Chinese Cinema,EALC
EALC222,Chinese Thought and Culture,EALC
EALC225,Japanese Religions: Thought and Practice,EALC
EALC250,Intro to Japanese Culture,EALC
EALC306,Japan Lit in Translation II,EALC
EALC360,Seminar in Korean Studies,EALC
EALC365,Contemporary Korean Society,EALC
EALC367,History of Korea,EALC
EALC398,Colloquium in EALC,EALC
EALC430,Intro to East Asian Ling,EALC
EALC466,Japanese Cinema,EALC
EALC485,"Karma of Words: Buddhism, Language and the Literary Arts of Japan",EALC
EALC495,Topics in Asian Religions,EALC
EALC500,Proseminar in EALC,EALC
EALC550,Seminar in EALC,EALC
EALC560,East Asian Language Pedagogy,EALC
EALC588,Sem Second Lang Learn,EALC
EALC590,Individual Study and Research,EALC
ECE101,Exploring Digital Info Technol,ECE
ECE110,Introduction to Electronics,ECE
ECE120,Introduction to Computing,ECE
ECE198,Special Topics,ECE
ECE200,Seminar,ECE
ECE205,Electrical and Electronic Circuits,ECE
ECE206,Electrical and Electronic Circuits Lab,ECE
ECE210,Analog Signal Processing,ECE
ECE211,Analog Circuits &amp; Systems,ECE
ECE217,Solar Car,ECE
ECE220,Computer Systems &amp; Programming,ECE
ECE304,Photonic Devices,ECE
ECE310,Digital Signal Processing,ECE
ECE311,Digital Signal Processing Lab,ECE
ECE313,Probability with Engrg Applic,ECE
ECE314,Probability in Engineering Lab,ECE
ECE316,Ethics and Engineering,ECE
ECE329,Fields and Waves I,ECE
ECE330,Power Ckts &amp; Electromechanics,ECE
ECE333,Green Electric Energy,ECE
ECE340,Semiconductor Electronics,ECE
ECE342,Electronic Circuits,ECE
ECE343,Electronic Circuits Laboratory,ECE
ECE350,Fields and Waves II,ECE
ECE364,Programming Methods for Machine Learning,ECE
ECE385,Digital Systems Laboratory,ECE
ECE391,Computer Systems Engineering,ECE
ECE395,Advanced Digital Projects Lab,ECE
ECE396,Honors Project,ECE
ECE397,Individual Study in ECE,ECE
ECE398,Special Topics in ECE,ECE
ECE401,Signal Processing,ECE
ECE402,Electronic Music Synthesis,ECE
ECE411,Computer Organization &amp; Design,ECE
ECE420,Embedded DSP Laboratory,ECE
ECE422,Computer Security I,ECE
ECE424,Computer Security II,ECE
ECE428,Distributed Systems,ECE
ECE437,Sensors and Instrumentation,ECE
ECE444,IC Device Theory &amp; Fabrication,ECE
ECE445,Senior Design Project Lab,ECE
ECE448,Artificial Intelligence,ECE
ECE449,Machine Learning,ECE
ECE453,Wireless Communication Systems,ECE
ECE455,Optical Electronics,ECE
ECE459,Communications Systems,ECE
ECE463,Digital Communications Lab,ECE
ECE464,Power Electronics,ECE
ECE469,Power Electronics Laboratory,ECE
ECE470,Introduction to Robotics,ECE
ECE471,Data Science Analytics using Probabilistic Graph Models,ECE
ECE473,Fund of Engrg Acoustics,ECE
ECE476,Power System Analysis,ECE
ECE482,Digital IC Design,ECE
ECE484,Principles of Safe Autonomy,ECE
ECE486,Control Systems,ECE
ECE490,Introduction to Optimization,ECE
ECE491,Numerical Analysis,ECE
ECE493,Advanced Engineering Math,ECE
ECE496,Senior Research Project,ECE
ECE498,Special Topics in ECE,ECE
ECE500,ECE Colloquium,ECE
ECE514,Advanced Biosensors,ECE
ECE515,Control System Theory &amp; Design,ECE
ECE518,Adv Semiconductor Nanotech,ECE
ECE520,EM Waves &amp; Radiating Systems,ECE
ECE522,Emerging Memory and Storage Systems,ECE
ECE523,Plasma Technology of Gaseous Electronics,ECE
ECE526,Distributed Algorithms,ECE
ECE529,Light-Matter Interactions,ECE
ECE530,Large-Scale System Analysis,ECE
ECE534,Random Processes,ECE
ECE537,Speech Processing Fundamentals,ECE
ECE549,Computer Vision,ECE
ECE551,Digital Signal Processing II,ECE
ECE555,Control of Stochastic Systems,ECE
ECE562,Advanced Digital Communication,ECE
ECE563,Information Theory,ECE
ECE566,Computational Inference and Learning,ECE
ECE580,Optimiz by Vector Space Methds,ECE
ECE581,Advanced Analog IC Design,ECE
ECE590,Graduate Seminar in Special Topics,ECE
ECE596,Master's Project,ECE
ECE597,Individual Study in ECE,ECE
ECE598,Special Topics in ECE,ECE
ECON102,Microeconomic Principles,ECON
ECON103,Macroeconomic Principles,ECON
ECON198,Economics at Illinois,ECON
ECON202,Economic Statistics I,ECON
ECON203,Economic Statistics II,ECON
ECON298,Professional Economics Internship,ECON
ECON302,Inter Microeconomic Theory,ECON
ECON303,Inter Macroeconomic Theory,ECON
ECON399,Advanced Undergraduate Open Seminar,ECON
ECON402,American Economic History,ECON
ECON411,Public Sector Economics,ECON
ECON414,Urban Economics,ECON
ECON415,Environmental Economics,ECON
ECON420,International Economics,ECON
ECON437,Game Theory,ECON
ECON447,Economics of the Workplace,ECON
ECON448,Employee Compensation and Incentives,ECON
ECON455,Economics of Poverty Alleviation in Developing Countries,ECON
ECON456,Economic Development and Migration,ECON
ECON460,Financial Economics,ECON
ECON469,Economics of Risk,ECON
ECON471,Intro to Applied Econometrics,ECON
ECON472,Financial Econometrics,ECON
ECON475,Economic Forecasting,ECON
ECON480,Industrial Comp and Monopoly,ECON
ECON483,Econ of Innovation and Tech,ECON
ECON484,Law and Economics,ECON
ECON490,Topics in Economics,ECON
ECON491,Topics in Econometrics,ECON
ECON500,Microeconomics,ECON
ECON501,Macroeconomics,ECON
ECON502,Economic Statistics,ECON
ECON504,Time Series Analysis in Econ,ECON
ECON505,Introduction to Game Theory,ECON
ECON513,International Trade,ECON
ECON516,Monetary Theory,ECON
ECON519,Development and Growth Policy,ECON
ECON530,Microeconomic Theory I,ECON
ECON531,Macroeconomic Theory I,ECON
ECON532,Econometric Analysis I,ECON
ECON540,Labor Economics I,ECON
ECON542,Collective Bargaining,ECON
ECON543,Workplace Dispute Resolution,ECON
ECON549,Environmental Economics,ECON
ECON582,Empirical Ind Organization,ECON
ECON585,Topics in International Econ,ECON
ECON598,Workshop and Research Seminar,ECON
EDPR250,School &amp; Community Experiences,EDPR
EDPR420,School Access &amp; Supports,EDPR
EDPR432,Ed Prac in EC &amp; ELED,EDPR
EDPR433,Internship in Early Childhood Education,EDPR
EDPR438,Educational Practice in Special Fields,EDPR
EDPR442,Educational Practice in Secondary Education,EDPR
EDPR550,School and Community Experience,EDPR
EDUC101,Education Orientation Seminar,EDUC
EDUC102,Freshman Honors Seminar,EDUC
EDUC201,Identity and Difference in Education,EDUC
EDUC202,"Social Justice, School and Society",EDUC
EDUC299,Education Study Abroad,EDUC
EDUC499,Education Abroad,EDUC
EIL214,TESL in the Elementary School,EIL
EIL215,TESL in the Secondary School,EIL
EIL411,Intro to TESL Methodology,EIL
EIL422,Engl Grammar for ESL Teachers,EIL
EIL460,Principles of Language Testing,EIL
EIL465,TESL in the Community,EIL
EIL587,Seminar in Second Lang Studies,EIL
EIL591,Research in Special Topics,EIL
ENG100,Grainger Engineering Orientation Seminar,ENG
ENG101,Engineering at Illinois,ENG
ENG110,Communicating and Presenting in Engineering,ENG
ENG111,MEP Mentoring,ENG
ENG177,Engineering First-Year Experience Seminars,ENG
ENG211,Empowering Academic Success,ENG
ENG299,Engineering Study Abroad,ENG
ENG300,Engineering Transfer Orientation,ENG
ENG310,Engineering Internship,ENG
ENG398,Special Topics,ENG
ENG411,Engineering Ambassadors Leadership Training,ENG
ENG471,Seminar Energy &amp; Sustain Engrg,ENG
ENG491,Interdisciplinary Design Proj,ENG
ENG510,Engineering Practice,ENG
ENG571,Theory Energy &amp; Sustain Engrg,ENG
ENG572,Professional Practicum,ENG
ENG573,Capstone Project,ENG
ENG580,Teaching and Leadership skills for Graduate Engineering Students and Teaching Assistants,ENG
ENG591,Engineering Advanced Seminar,ENG
ENGL104,Introduction to Film,ENGL
ENGL109,Intro to Fiction-ACP,ENGL
ENGL115,Intro to British Literature,ENGL
ENGL116,Introduction to American Literature,ENGL
ENGL121,Introduction to Comics,ENGL
ENGL122,The Middle Ages in Popular Culture,ENGL
ENGL200,Introduction to the Study of Literature and Culture,ENGL
ENGL202,Medieval Literature and Culture,ENGL
ENGL206,Enlightenment Literature and Culture,ENGL
ENGL207,Romantic Literature and Culture,ENGL
ENGL209,Early British Literature and Culture,ENGL
ENGL213,Modernist Literature and Culture,ENGL
ENGL218,Introduction to Shakespeare,ENGL
ENGL220,Literature and Science,ENGL
ENGL223,Jewish Storytelling,ENGL
ENGL224,Latina/o Popular Culture,ENGL
ENGL245,The Short Story,ENGL
ENGL251,The Twentieth-Century American Novel,ENGL
ENGL253,Topics in Literature and New Media,ENGL
ENGL255,Early American Literature and Culture,ENGL
ENGL266,Grimm's Fairy Tales in Context,ENGL
ENGL269,The Holocaust in Context,ENGL
ENGL273,"American Cinema, 1950-2000",ENGL
ENGL277,Gender in Gaming,ENGL
ENGL280,Women Writers,ENGL
ENGL285,Postcolonial Literature in English,ENGL
ENGL301,Introduction to Critical Theory,ENGL
ENGL325,Topics in LGBT Literature and Film,ENGL
ENGL330,Slavery and Identity,ENGL
ENGL350,"Writing about Literature, Text, and Culture",ENGL
ENGL360,Environmental Writing,ENGL
ENGL373,Special Topics in Film Studies,ENGL
ENGL378,Fairy Tales &amp; Gender Formation,ENGL
ENGL380,Topics in Writing Studies,ENGL
ENGL390,Advanced Individual Study,ENGL
ENGL391,Honors Individual Study,ENGL
ENGL396,English Honors Seminar,ENGL
ENGL404,Engl Grammar for ESL Teachers,ENGL
ENGL407,Introduction to Old English,ENGL
ENGL423,Milton,ENGL
ENGL455,Major Authors,ENGL
ENGL460,Literature of American Minorities,ENGL
ENGL477,Advanced Environmental Writing,ENGL
ENGL481,Composition Theory and Practice,ENGL
ENGL500,Intro to Criticism &amp; Research,ENGL
ENGL505,Writing Studies,ENGL
ENGL559,Seminar Afro-American Lit,ENGL
ENGL563,Seminar Themes and Movements,ENGL
ENGL564,Seminar Lit Modes and Genres,ENGL
ENGL593,Professional Seminar in College Teaching,ENGL
ENSU302,Air Pollution to Global Change,ENSU
ENSU303,Sustainable Business I,ENSU
ENSU310,Renewable &amp; Alternative Energy,ENSU
ENVS299,Ind Studies of Env. Topics,ENVS
ENVS406,Urban Ecology,ENVS
ENVS447,Environmental Sociology,ENVS
ENVS491,Sustainability Experience,ENVS
ENVS492,"Sustainability, Energy and Environment Capstone",ENVS
EPOL380,Education and Social Justice,EPOL
EPOL401,History of American Education,EPOL
EPOL403,Historical and Social Barriers,EPOL
EPOL409,Sociology of Education,EPOL
EPOL410,Racial and Ethnic Families,EPOL
EPOL412,Politics of Education,EPOL
EPOL470,Principles of Human Resource Education,EPOL
EPOL472,Instructional and Training System Design,EPOL
EPOL473,Facilitation Skills,EPOL
EPOL479,Machine Learning and Human Learning,EPOL
EPOL480,Technology and Educational Reform,EPOL
EPOL481,New Learning,EPOL
EPOL483,Learning Technologies,EPOL
EPOL485,Introduction to eLearning,EPOL
EPOL500,Proseminar in EPOL,EPOL
EPOL502,Education in the 20th Century,EPOL
EPOL515,Introduction to Diversity &amp; Equity,EPOL
EPOL516,Critical Race Theory and Education,EPOL
EPOL517,"Race, Gender and Sexuality Issues",EPOL
EPOL520,Education and Globalization,EPOL
EPOL522,Globalization of Higher Education,EPOL
EPOL523,Global Issues in Learning,EPOL
EPOL524,Education and Human Rights,EPOL
EPOL531,"Diversity, Leadership &amp; Policy",EPOL
EPOL534,Assessment for Learning,EPOL
EPOL535,Introduction to Educational Leadership,EPOL
EPOL538,Supervision of Learning Environments,EPOL
EPOL544,Organizational Theory for Educational Leaders,EPOL
EPOL546,Law and School District Leader,EPOL
EPOL551,Organization of Higher Education,EPOL
EPOL554,College Teaching,EPOL
EPOL563,The College Student,EPOL
EPOL566,Public Policy in Higher Education,EPOL
EPOL580,Ubiquitous Learning,EPOL
EPOL581,"Knowledge, Learning and Pedagogy",EPOL
EPOL582,New Media and Literacies,EPOL
EPOL586,General Field Research Seminar,EPOL
EPOL587,Special Field Research Seminar,EPOL
EPOL590,Advanced Graduate Seminar,EPOL
EPOL591,Thesis Seminar,EPOL
EPOL597,Clinical Experience Administration,EPOL
EPSY201,Educational Psychology,EPSY
EPSY202,Exploring Cultural Diversity,EPSY
EPSY203,Social Issues Group Dialogues,EPSY
EPSY220,Career Theory and Practice,EPSY
EPSY222,Language &amp; Culture of Deaf Communities,EPSY
EPSY400,Psychology of Learning in Education,EPSY
EPSY401,Child Language and Education,EPSY
EPSY402,Sociocultural Influence on Learning,EPSY
EPSY405,Personality and Soc Dev,EPSY
EPSY408,Learning and Human Development with Educational Technology,EPSY
EPSY419,Counseling Psychology Pre-Practicum,EPSY
EPSY420,Theories of Psychotherapy,EPSY
EPSY430,Early Adolescent Development,EPSY
EPSY456,Human Performance and Cognition in Context,EPSY
EPSY470,Introduction to Evaluation Theory,EPSY
EPSY480,Educational Statistics,EPSY
EPSY487,Principles of Language Testing,EPSY
EPSY490,Developments in Educational Psychology,EPSY
EPSY491,Educational Psychology Field Instruction,EPSY
EPSY492,History and Systems of Psychology,EPSY
EPSY508,Display/Interpretation of Data,EPSY
EPSY510,Counseling Psych/Ethics ProSem,EPSY
EPSY520,Counseling Psychology Practicum,EPSY
EPSY521,Group Counseling,EPSY
EPSY551,Seminar in Cognitive Science,EPSY
EPSY553,Global Issues in Learning,EPSY
EPSY575,Mixed Method Inquiry,EPSY
EPSY578,Qualitative Inquiry Methods,EPSY
EPSY579,Structural Equation Modeling,EPSY
EPSY580,Statistical Inference in Education,EPSY
EPSY582,Advanced Statistical Methods,EPSY
EPSY584,Multivar Anlys in Psych and Ed,EPSY
EPSY585,Theories of Measurement I,EPSY
EPSY590,Advanced Seminar in Educational Psychology,EPSY
EPSY591,Field Study and Thesis Seminar,EPSY
ERAM552,The Role of Theory in Educational Research,ERAM
ERAM555,Ethnographic Methods in Education,ERAM
ERAM556,Program Evaluation,ERAM
ERAM565,Quantitative Methods for Education Policy 1,ERAM
ERAM572,Case Studies in Educational Ethics,ERAM
ERAM574,Education Law,ERAM
ERAM576,Discourse Analysis,ERAM
ESE103,Earth's Physical Systems,ESE
ESE106,Geographies of Globalization,ESE
ESE118,Natural Disasters,ESE
ESE143,History of Life,ESE
ESE200,Earth Systems,ESE
ESE208,History of the Earth System,ESE
ESE210,Social &amp; Environmental Issues,ESE
ESE289,Environment &amp; Sustainability Field Study,ESE
ESE311,Environmental Issues Today,ESE
ESE320,"Water Planet, Water Crisis",ESE
ESE379,Introduction to Geographic Information Systems,ESE
ESE380,Geographic Information Systems II,ESE
ESE401,ESE Capstone,ESE
ESE410,Green Development,ESE
ESE467,Multimedia Environmental Communications,ESE
ESE470,Introduction to Hydrogeology,ESE
ESE486,Environmental Consulting,ESE
ESL110,English Pronunciation &amp; Oral Fluency,ESL
ESL111,Intro to Academic Writing I,ESL
ESL112,Intro to Academic Writing II,ESL
ESL115,Principles of Academic Writing,ESL
ESL504,English Pronunciation for ITAs,ESL
ESL506,Oral Communication for ITAs,ESL
ESL508,Seminar for Intl TAs,ESL
ESL510,English Pronunciation &amp; Oral Fluency,ESL
ESL511,Written and Oral Communication,ESL
ESL512,Introduction to Academic Writing,ESL
ESL515,Introduction to Academic Writing,ESL
ESL521,Written and Oral Business Communication,ESL
ESL522,Introduction to Business Writing,ESL
ESL525,Elements of Business Writing,ESL
ESL592,Advanced Academic Writing,ESL
ESL593,Academic Presentation Skills,ESL
ETMA100,Technical Systems in Agr,ETMA
ETMA103,Agricultural Machinery and Technology,ETMA
ETMA130,Basics of CAD,ETMA
ETMA232,Materials and Construction Sys,ETMA
ETMA233,Metallurgy &amp; Welding Processes,ETMA
ETMA311,Humanity in the Food Web,ETMA
ETMA352,Land and Water Mgt Systems,ETMA
ETMA372,Environ Control &amp; HVAC Systems,ETMA
ETMA396,UG Honors Research or Thesis,ETMA
ETMA422,Industrial and Agricultural Occupational Illness Prevention,ETMA
ETMA435,Elec Computer Ctrl Sys,ETMA
ETMA464,Heavy Equipment Powertrains,ETMA
ETMA486,Grain Bioprocessing Coproducts,ETMA
ETMA496,Independent Study,ETMA
ETMA501,Graduate Research I,ETMA
ETMA586,Advanced Bioprocess Coproducts,ETMA
ETMA596,Independent Study,ETMA
EURO385,Politics of the European Union,EURO
EURO490,Special Topics in EU Studies,EURO
EURO500,Dialogue on Europe,EURO
EURO501,EU Institutions and Governance,EURO
EURO590,Directed Ind Study,EURO
EURO596,Special Topics in EU Studies,EURO
FAA101,Arts at Illinois,FAA
FAA110,Exploring Arts and Creativity,FAA
FAA201,Black Arts Today,FAA
FAA230,Sustainable Design of the Built Environment,FAA
FAA299,FAA Study Abroad,FAA
FAA398,Sustainable Design Internship,FAA
FAA430,Capstone Seminar,FAA
FAA490,Minoritarian Aesthetics Independent Study,FAA
FAA491,Special Problems in Sustainable Design,FAA
FAA497,Crip* Research Internship,FAA
FAA498,Crip* Advanced Study,FAA
FAA597,Crip* Graduate Directed Research,FAA
FAA598,Graduate Special Topics,FAA
FIN221,Corporate Finance,FIN
FIN230,Introduction to Insurance,FIN
FIN241,Fundamentals of Real Estate,FIN
FIN300,Financial Markets,FIN
FIN321,Advanced Corporate Finance,FIN
FIN391,Investment Banking Academy,FIN
FIN392,Investment Management Academy,FIN
FIN393,Risk Management Academy,FIN
FIN394,Women in Finance Academy,FIN
FIN395,Real Estate Finance Academy,FIN
FIN411,Investment &amp; Portfolio Mngt,FIN
FIN412,Options and Futures Markets,FIN
FIN418,Financial Modeling,FIN
FIN419,Real Client Managed Portfolios,FIN
FIN422,Cases in Corporate Finance,FIN
FIN423,Entrepreneurial Finance,FIN
FIN424,Mergers and Acquisition,FIN
FIN425,Private Equity/Venture Capital,FIN
FIN432,Managing Market Risks for Financial Institutions,FIN
FIN433,Corporate Risk Management,FIN
FIN435,Personal Wealth Management,FIN
FIN445,Real Estate Investment,FIN
FIN447,Real Estate Development,FIN
FIN463,Investment Banking,FIN
FIN464,Applied Financial Analysis,FIN
FIN494,Senior Research,FIN
FIN495,Senior Research,FIN
FIN500,Introduction to Finance,FIN
FIN501,Financial Economics,FIN
FIN502,Quantitative Finance,FIN
FIN503,Quantitative Finance II,FIN
FIN504,Accounting for Financial Analysis,FIN
FIN511,Investments,FIN
FIN512,Financial Derivatives,FIN
FIN514,Valuation of Complex Derivative Securities,FIN
FIN516,Term Structure Models,FIN
FIN517,Advanced Term Structure Models,FIN
FIN518,Financial Modeling,FIN
FIN521,Advanced Corporate Finance,FIN
FIN522,Cases in Financial Strategy,FIN
FIN526,Investment Banking,FIN
FIN527,Mergers &amp; Acquisitions Topics,FIN
FIN529,Applied Financial Analysis,FIN
FIN530,Foundations in Risk Management,FIN
FIN532,Managing Market Risks for Financial Institutions,FIN
FIN535,Wealth Management,FIN
FIN545,Real Estate Investment,FIN
FIN550,Big Data Analytics in Finance for Predictive and Causal Analysis,FIN
FIN552,Applied Financial Econometrics,FIN
FIN553,Machine Learning in Finance,FIN
FIN554,Algorithmic Trading Systems Design and Testing,FIN
FIN556,Algorithmic Market Microstructure,FIN
FIN557,Financial Data Management and Analysis,FIN
FIN558,Data Science and Python for Finance,FIN
FIN559,Advanced Data Science and Python for Finance,FIN
FIN572,The Finance of Mergers and Acquisitions,FIN
FIN574,Microeconomics for Business,FIN
FIN580,Special Topics in Finance,FIN
FIN581,Professional Development,FIN
FIN582,Project Management,FIN
FIN583,Practicum,FIN
FIN589,Applied Portfolio Management,FIN
FIN591,Theory of Finance,FIN
FIN592,Empirical Analysis in Finance,FIN
FIN594,Seminar in Corporate Finance,FIN
FLTE475,Learning to Teach World Language,FLTE
FLTE478,Secondary World Language Teaching,FLTE
FR101,Elementary French I,FR
FR102,Elementary French II,FR
FR103,Intermediate French I,FR
FR104,Intermediate French II,FR
FR156,Exploring Paris,FR
FR205,French in Conversation,FR
FR207,Writing and Grammar Workshop,FR
FR211,Introduction to Literary Studies,FR
FR212,Introduction to Cultural Analysis: French Identities,FR
FR314,Advanced Grammar and Writing,FR
FR335,French Cultural History to 1789,FR
FR390,Indiv Study Major Tutorial,FR
FR417,Topics in the History of Romance Languages,FR
FR481,Theoretical Foundations of SLA,FR
FR485,French for the Professions,FR
FR505,Teaching College and Secondary Foreign Language,FR
FR529,Studies in French Linguistics,FR
FR559,Sem Romance Ling,FR
FR571,Seminar 16thC French Lit,FR
FR579,Seminar in French Literature,FR
FR591,Individual Topics,FR
FSHN101,The Science of Food and How it Relates to You,FSHN
FSHN120,Contemporary Nutrition,FSHN
FSHN123,FSHN Orientation to Illinois,FSHN
FSHN130,Introduction to Food Science,FSHN
FSHN140,Introduction to Hospitality,FSHN
FSHN150,Introduction to Dietetics,FSHN
FSHN175,Science of Fermented Foods,FSHN
FSHN193,Edible Entrepreneurialism - Feeding Ideas for the Future,FSHN
FSHN220,Principles of Nutrition,FSHN
FSHN230,Food Sci Professional Issues,FSHN
FSHN231,Food Systems: Cacao &amp; Chocolate,FSHN
FSHN232,Science of Food Preparation,FSHN
FSHN249,Food Service Sanitation,FSHN
FSHN250,Nutritional Physiology I,FSHN
FSHN293,Off Campus Internship,FSHN
FSHN294,On Campus Internship,FSHN
FSHN295,UG Research or Thesis,FSHN
FSHN302,Sensory Evaluation of Foods,FSHN
FSHN340,Food Production and Service,FSHN
FSHN343,"Foundations in Beverage Management: Introduction to Wine, Beer and Spirits",FSHN
FSHN345,Strategic Operations Management,FSHN
FSHN398,Undergraduate Seminar,FSHN
FSHN414,Food Chemistry,FSHN
FSHN416,Food Chemistry Laboratory,FSHN
FSHN417,Neuroscience of Eating &amp; Drinking,FSHN
FSHN419,Food Ingredient Technology,FSHN
FSHN420,Nutritional Aspects of Disease,FSHN
FSHN422,Introduction to Personalized Nutrition,FSHN
FSHN423,Advances in Foods &amp; Nutrition,FSHN
FSHN426,Biochemical Nutrition I,FSHN
FSHN428,Community Nutrition,FSHN
FSHN439,Design Thinking for Restaurants,FSHN
FSHN441,Services Management,FSHN
FSHN450,Dietetics: Professional Issues,FSHN
FSHN453,Nutrition for Performance,FSHN
FSHN460,Food Processing Engineering,FSHN
FSHN483,Food Processing Unit Operations II,FSHN
FSHN484,Food Processing Unit Operations II Lab,FSHN
FSHN499,Cur Topics in FS &amp; Human Nutr,FSHN
FSHN510,Topics in Nutrition Research,FSHN
FSHN514,Advanced Food Chemistry,FSHN
FSHN519,Flavor Chemistry and Analysis,FSHN
FSHN521,Molecular Basis of Metabolic Syndrome and Weight Management,FSHN
FSHN527,Advanced Vitamins and Minerals: Regulations of Metabolism,FSHN
FSHN552,Advanced Diabetes Management,FSHN
FSHN576,Food Safety for Global Food Security,FSHN
FSHN590,Dietetic Internship I,FSHN
FSHN592,Graduate Internship Experience,FSHN
FSHN593,Seminar in Foods and Nutrition,FSHN
FSHN595,Advanced Topics in Food Science and Human Nutrition,FSHN
FSHN597,Graduate Seminar,FSHN
FSHN598,Advanced Special Problems,FSHN
GC498,Graduate Domestic Study Away,GC
GEOL100,Planet Earth,GEOL
GEOL107,Physical Geology,GEOL
GEOL201,History of Geology,GEOL
GEOL370,"Water Planet, Water Crisis",GEOL
GEOL391,Individual Honors Study,GEOL
GEOL407,Foundations of CyberGIS &amp; Geospatial Data Science,GEOL
GEOL411,Structural Geol and Tectonics,GEOL
GEOL415,Field Geology,GEOL
GEOL436,Petrology and Petrography,GEOL
GEOL490,Undergraduate Research,GEOL
GEOL491,Honors Undergraduate Research,GEOL
GEOL497,Special Topics in Geology,GEOL
GEOL507,GIS for Geology,GEOL
GEOL515,Advanced Field Geology,GEOL
GEOL552,Geodynamics,GEOL
GEOL571,Contaminant Fate and Transport,GEOL
GEOL591,Current Research in Geoscience,GEOL
GEOL593,Advanced Studies in Geology,GEOL
GEOL598,Capstone Research Project,GEOL
GER101,Beginning German I,GER
GER102,Beginning German II,GER
GER103,Intermediate German I,GER
GER104,Intermediate German II,GER
GER211,Conversation and Writing I,GER
GER212,Conversation and Writing II,GER
GER251,Grimm's Fairy Tales in Context,GER
GER261,The Holocaust in Context,GER
GER270,Sexuality and Literature,GER
GER299,Study Abroad,GER
GER331,Intro to German Literature,GER
GER471,Enlightenment to Romanticism,GER
GER489,Theoretical Foundations of SLA,GER
GER491,Honors Senior Thesis,GER
GER496,Special Topics German Studies,GER
GER510,Introduction to Graduate Study,GER
GER573,18thC German Studies,GER
GER582,German Language Teaching,GER
GER593,Research in Special Topics,GER
GGIS101,Global Development &amp; Environment,GGIS
GGIS104,Social and Cultural Geography,GGIS
GGIS204,Cities of the World,GGIS
GGIS221,Geographies of Global Conflict,GGIS
GGIS280,Intro to Social Statistics,GGIS
GGIS384,Population Geography,GGIS
GGIS390,Independent Study,GGIS
GGIS391,Honors Independent Study,GGIS
GGIS392,Geography &amp; GIS Internship,GGIS
GGIS403,Geographic Information Science and Systems,GGIS
GGIS408,Humans and River Systems,GGIS
GGIS412,Geospatial Technologies &amp; Society,GGIS
GGIS471,Modern Geographic Thought,GGIS
GGIS473,Digital Cartography &amp; Map Design,GGIS
